기준년월,방문자수,전년동월방문자수,방문자수증감률
202601,9258032.0,9796276.0,-5.5
202602,9606625.0,7710644.0,24.6
202603,1.0060274E7,9649934.0,4.2
202604,8256580.0,7956084.0,3.8
202605,9847859.0,1.0831156E7,-9.1
202606,8289225.0,8905631.0,-6.9
202607,9150015.0,9441796.0,-3.1
