기준년월,방문자수,전년동월방문자수,방문자수증감률
202601,5.2168767E7,5.1400685E7,1.5
202602,5.1143432E7,4.6151301E7,10.8
202603,6.3949837E7,5.8499192E7,9.3
202604,5.015536E7,4.8216364E7,4.0
202605,5.823565E7,6.4063209E7,-9.1
202606,5.228404E7,5.383826E7,-2.9
202607,5.4606433E7,5.7472919E7,-5.0
