기준년월,방문자수,전년동월방문자수,방문자수증감률
202601,1.2572273E7,1.4223377E7,-11.6
202602,1.3586156E7,1.067688E7,27.2
202603,1.4187078E7,1.4043614E7,1.0
202604,1.2494944E7,1.2217548E7,2.3
202605,1.5099452E7,1.6480516E7,-8.4
202606,1.213764E7,1.3076816E7,-7.2
202607,1.3686183E7,1.4177586E7,-3.5
