기준년월,방문자수,전년동월방문자수,방문자수증감률
202601,1.5184813E7,1.5377296E7,-1.2
202602,1.4869438E7,1.3275546E7,12.0
202603,1.6791901E7,1.606241E7,4.5
202604,1.4065912E7,1.3153802E7,6.9
202605,1.6351674E7,1.7314686E7,-5.6
202606,1.4507658E7,1.511594E7,-4.0
202607,1.5560391E7,1.5845417E7,-1.8
