기준년월,방문자수,전년동월방문자수,방문자수증감률
202601,5.1867977E7,4.899511E7,5.9
202602,4.8050072E7,4.8232079E7,-0.4
202603,6.2767366E7,5.7586168E7,9.0
202604,4.8139308E7,4.6523312E7,3.5
202605,5.3082169E7,5.8571541E7,-9.4
202606,5.1120335E7,5.105521E7,0.1
202607,5.1421223E7,5.414165E7,-5.0
