기준년월,방문자수,전년동월방문자수,방문자수증감률
202601,7477407.0,7260614.0,3.0
202602,7357077.0,6460640.0,13.9
202603,8904182.0,8171160.0,9.0
202604,6703844.0,6651666.0,0.8
202605,7861483.0,8580282.0,-8.4
202606,6941806.0,7276700.0,-4.6
202607,7522263.0,7589477.0,-0.9
