기준년월,방문자수,전년동월방문자수,방문자수증감률
202601,4152330.0,4449204.0,-6.7
202602,4048454.0,3724864.0,8.7
202603,4569730.0,4375780.0,4.4
202604,3694152.0,3717553.0,-0.6
202605,4350510.0,4965352.0,-12.4
202606,3903140.0,4249840.0,-8.2
202607,4278004.0,4603697.0,-7.1
