기준년월,방문자수,전년동월방문자수,방문자수증감률
202601,8585626.0,9164071.0,-6.3
202602,9434106.0,7716310.0,22.3
202603,1.0951574E7,1.0154876E7,7.8
202604,9488146.0,9296430.0,2.1
202605,1.1130066E7,1.170161E7,-4.9
202606,9729094.0,9968746.0,-2.4
202607,1.0235732E7,1.0399942E7,-1.6
