기준년월,방문자수,전년동월방문자수,방문자수증감률
202601,1.3501618E7,1.416703E7,-4.7
202602,1.3867021E7,1.1753406E7,18.0
202603,1.4385486E7,1.3907002E7,3.4
202604,1.1514954E7,1.088739E7,5.8
202605,1.4047618E7,1.4881668E7,-5.6
202606,1.2015374E7,1.265475E7,-5.0
202607,1.3783497E7,1.3879274E7,-0.7
